Book-Title,Book-Author
Sunset in St. Tropez,Danielle Steel
"Grandma Knows Best, But No One Ever Listens!",Mary McBride
"The Waste Lands (The Dark Tower, Book 3)",Stephen King
"The Gunslinger (The Dark Tower, Book 1)",Stephen King
Detour : My Bipolar Road Trip in 4-D,Lizzie Simon
Gone With the Wind,Margaret Mitchell
Celestial Voices,Lian Frost
Pigs Ahoy!,Hans Wilhelm
Roofworld,Fowler
Little Women (Puffin Classics),Louisa M. Alcott
Joshua In The Holy Land,Joseph Girzone
JOSHUA AND THE CHILDREN,Joseph Girzone
JOSHUA,Joseph Girzone
Quiet As a Nun (Jemima Shore Mysteries),Antonia Fraser
Doonesbury's Greatest Hits,G. B. Trudeau
Black Lamb and Grey Falcon: A Journey Through Yugoslavia (Twentieth-Century Classics),Rebecca West
The Theory of Everything,Lisa Grunwald
CYBERPUNK: OUTLAWS AND HACKERS ON THE COMPUTER FRONTIER,Katie Hafner
How to Break Your Addiction to a Person,Howard M. Halpern
GREAT GATSBY (REISSUE),F. Scott Fitzgerald
Wuthering Heights,Emily Bronte
"The Prize Winner of Defiance, Ohio : How My Mother Raised 10 Kids on 25 Words or Less",Terry Ryan
The Road to Omaha,Robert Ludlum
The Maul and the Pear Tree,T. A. Critchley
Heaven and Hell,JOHN JAKES
Under Fire: An American Story,Oliver L. North
The Deceiver,Frederick Forsyth
Happy Are Those Who Mourn,Andrew M. Greeley
Alaska,James A. Michener
Gorky Park,Martin Cruz Smith
You Just Don't Understand,DEBORAH TANNEN
Living Simply in an Anxious World: An Invitation to Perspective,Robert J. Wicks
"Love, Medicine and Miracles : Lessons Learned about Self-Healing from a Surgeon's Experience with Exceptional Patients",Bernie S. Siegel
Day of the Jackal,Frederick Forsyth
Lighthouse,Eugenia Price
C.B. Greenfield: The Piano Bird,Lucille Kallen
Last Respects,Catherine Aird
Parting Breath,Catherine Aird
Summer in a Red Mustang With Cookies,Boo King
Catch Me (A Jay Fletcher Thriller),A. J. Holt
"Foreign Foes (Star Trek The Next Generation, No 31)",Dave Galanter
Sins of the Blood,Dristine Kathryn Rusch
Seasonal Adjustments,Adib Khan
Letters from the Fire,Alma A. Hromic
The Pleasure of His Company: A Kendra Clayton Mystery,Angela Henry
Remember When,Nora Roberts
Pollyanna,Eleanor Porter
A Falcon for the Hawks,Clive Egleton
Until the colours fade,Tim Jeal
The way to dusty death,Alistair MacLean
Desires &amp; Deceptions,Jasmine Cresswell
Down To The Bone (Mira),Karen Harper
Find the Piglet,Stephen Cartwright
"BLUE POODLE   BT P (Bobbsey Twins, No 1)",Laura Lee Hope
The Diddakoi (Puffin Books),Rumer Godden
The Ghost on the Hill (Plus S.),John Gordon
"Harold and Bella, Jammy and Me (Lions)",Robert Leeson
The Clue of the Broken Locket (The Nancy Drew Mysteries),Carolyn Keene
Sunday express &amp; Daily express cartoons: Forty-third series,Giles
Farmyard Noises (First Board Books),Beatrix Potter
Babe Dressing,Mandy Stanley
First Ladybird Key Words Picture Dictionary,J. McNally
The Lettermen in the Garden,Roger Knights
Postman Pat's Wet Day (Postman Pat - Easy Reader),John Cunliffe
Baby Plays (Collins Baby and Toddler Series),Fiona Pragoff
OPEN AND SAY,A First Book
Thumpity Thump Gets Dressed: Story and Pictures,Cyndy Szekeres
Whose Dinner,DAVID BENNET
Clothes (Peebo Board Books),Mathew Price
First Picture Book: Toys (First Picture Books),Ladybird Books
The Internet &amp; World Wide Web Version 2.0: The Rough Guide (2nd ed),Elaine Frisine
Jemima J,Jane Green
Black Hawk Down. Roman zum Film.,Mark Bowden
JR.,William Gaddis
Illuminati.,Dan Brown
Final Copy,Jan Brogan
Die Asche meiner Mutter. Irische Erinnerungen.,Frank McCourt
Hurricane Bay,Heather Graham
The Lost Boy: A Foster Child's Search for the Love of a Family,Dave Pelzer
Dumped: An Anthology,B. Delores Max
10th Grade : A Novel,JOE WEISBERG
Two-In-One Crosswords: Hard And Easy Clues For Every Puzzle,J. Baxter Newgate
Rock Pickers Guide to Lake Superior's North Shore,Mark Stensaas
Storm Chasers (Watts Library (Paperback)),Trudi Strain Trueit
Franklin's Neighborhood (Franklin),Paulette Bourgeois
The Story of Aladdin and the Wonderful Lamp,S. Lane Poole
Wringer,Jerry Spinelli
Walk Two Moons,Sharon Creech
Julie of the Wolves,Jean Craighead George
The Merchant of Death (Pendragon Series #1),D.J. MacHale
Bridge to Terabithia,Katherine Paterson
Dragons of Deltora #1: Dragon's Nest,Emily Rodda
"The Forests of Silence (Deltora Quest, 1)",Emily Rodda
Fair and Tender Ladies,Lee Smith
Parsifal Mosaic,Robert Ludlum
"The Weekend Crafter: Rubber Stamp Carving: Techniques, Designs &amp; Projects",Luann Udell
The Letterboxer's Companion,Randy Hall
Geocaching: Hike and Seek with Your GPS,Erik Sherman
The Hitchhiker's Guide to the Galaxy: Live in Concert,Douglas Adams
Trouble and Her Friends,Melissa Scott
Difficult Conversations: How to Discuss what Matters Most,Douglas Stone
Attention Deficit Disorder : A Different Perception,Thom Hartmann
After the Affair: Healing the Pain and Rebuilding Trust When a Partner Has Been Unfaithful,Janis A. Spring
Northern Girl,Elizabeth A. Lynn
"A Game of You (Sandman, Book 5)",Neil Gaiman
Dancers of Arun,Elizabeth A. Lynn
Watchtower,Elizabeth A. Lynn
The Four Agreements Companion Book : Using the Four Agreements to Master the Dream of Your Life,Miguel Ruiz
Cats Up Close (Tiny Folios (Hardcover)),Vicki Croke
If... (Questions for the Game of Life),Evelyn McFarlane
Words on Strength and Perseverance (Helen Exley Giftbook),Helen Exley
Code of the Samurai: A Modern Translation of the Bushido Shoshinsu,Yuzan Daidoji
"Meow Te Ching: The Way to Contentment, Serenity, and Getting What You Want",Meow Tzu
In Code: A Mathematical Journey,Sarah Flannery
"I, Jedi (Star Wars (Random House Paperback))",Michael A. Stackpole
Be Expert with Map and Compass,BjÃÂ¶n  KjellstrÃÂ¶m
"Wilderness Navigation: Finding Your Way Using Map, Compass, Altimeter, &amp; Gps",Bob Burns
Matabele Gold,Michael J. Hunt
Cry for the Strangers,John Saul
Among Schoolchildren,Tracy Kidder
"Marching Through Culpeper : A Novel of Culpeper, Virginia, Crossroads of the Civil War",Virginia Beard Morton
You Be the Jury: Courtroom III (You Be the Jury),Marvin Miller
Red Pony,John Steinbeck
Final Target,Iris Johansen
Consider the Lily,Elizabeth Buchan
Tripping the Ballerina,Paul Ware
Complicity,Iain Banks
Immortality,Milan Kundera
Maigret und die junge Tote.,Georges Simenon
God's Promises And Answers For Your Life,Nelson Word Publishing Group
War of the Worlds,H. G. Wells
Fat Chance,Leslea Newman
Just One Look (Cooper's Corner),Joanna Wayne
The Personal History of David Copperfield (Penguin Classics),Charles Dickens
Scepticism Inc.,Bo Fowler
Stevie's Chase,Justine Davis
The Treasure of Montsegur: A Novel of the Cathars,Sophy Burnham
City of the Beasts,Isabel Allende
Better Than Life,Doug Naylor
Gran Angular: La Hija Del Mar,B Doherty
Crescent: A Novel,Diana Abu-Jaber
The Dark Is Rising (Dark is Rising (Hardcover)),Susan Cooper
Utopia (Penguin Classics),Thomas More
Ramming the shears: A collection of drawings,Michael Leunig
Blindfold Horse Memoirs of a Persian,Shusha Guppy
"The World from Italy: Football, Food and Politics",George Negus
The Complete Book of Massage,CLARE MAXWELL-HUDSON
World Treasury of Great Poems,John Campbell
Reader's Digest Complete Book of Embroidery,Melinda Coss
Abracadabra,Stephen Gresham
Foucault's Pendulum,Umberto Eco
Poems: Wadsworth Handbook and Anthology,Charles Frederick Main
Prizes,Erich Segal
FOURSOME : FOURSOME,Jeremiah Healy
The Concrete Blonde (A Harry Bosch Novel),Michael Connelly
Birdman,Mo Hayder
Wake Up Little Susie (Sam McCain Mysteries),Ed Gorman
The Easter Parade : A Novel,Richard Yates
Titus Andronicus (The Pelican Shakespeare),William Shakespeare
The Bluffer's Guide to Rugby: Bluff Your Way in Rugby,Alexander C. Rae
"Talon of the Silver Hawk (Conclave of Shadows, Book 1)",Raymond E. Feist
The Doorkeepers,Graham Masterton
Pigman,Paul Zindel
Grendel,John Champlin Gardner
Vanity Fair (English Library),William Makepeace Thackeray
Out of the Blue (Red Dress Ink (Paperback)),Isabel Wolff
The Man I Should Have Married,Pamela Redmond Satran
A Journey to Hell and Back,Charlotte Russell Johnson
Getting Mother's Body : A Novel,SUZAN-LORI PARKS
Acorna's Quest (Acorna (Paperback)),Anne McCaffrey
Acorna's People (Acorna (Hardcover)),Anne McCaffrey
The Salaryman's Wife (Children of Violence Series),Sujata Massey
"I, Lucifer: Finally, the Other Side of the Story",Glen Duncan
The Golden Notebook : Perennial Classics edition (Perennial Classics),Doris M. Lessing
Restoree,Anne McCaffrey
Freedom's Landing,Anne McCaffrey
Freedom's Choice,Anne McCaffrey
Acorna: The Unicorn Girl (Acorna (Paperback)),Anne McCaffrey
"Shadow of a Dark Queen (The Serpentwar Saga, Book 1)",Raymond E. Feist
Endurance: Shackleton's Incredible Voyage,Alfred Lansing
Morality Play,Barry Unsworth
Soul Mountain,Gao Xingjian
Towing Jehovah (Harvest Book),James Morrow
The First Victim,Ridley Pearson
Leviathan (Contemporary American Fiction),Paul Auster
Los Misterios De Madrid (Biblioteca breve),Antonio Munoz Molina
Cucoriedkaren,JÃÂºlius SatinskÃÂ½
Eyes of a Stranger (Laurel-Leaf Books),Sharon E. Heisel
Moji milÃÂ­ SlovÃÂ¡ci: Listy rodÃÂ¡kom o nebezpecenstvÃÂ¡ch ktorÃÂ© im hrozia,JÃÂºlius SatinskÃÂ½
"Pacific War Diary, 1942-1945",James J. Fahey
The Passion Dream Book: A Novel,Whitney Otto
I sensi incantati: Romanzo (Scrittori italiani),Alberto Bevilacqua
The Light of Falling Stars,J. Robert Lennon
The Spectator Bird (Contemporary American Fiction),Wallace Stegner
TERMS OF ENDEARMENT : A Novel (Touchstone Book),Larry McMurtry
Moriras En Chafarinas,Fernando Lalana
AprilhÃÂ¤xan,Majgull Axelsson
The Secret Agent: A Simple Tale (World's Classics),Joseph Conrad
Shuttlecock,Graham Swift
Isabel's Daughter : A Novel,Judith R. Hendricks
A Round-Heeled Woman : My Late-Life Adventures in Sex and Romance,JANE JUSKA
Getting Mother's Body : A Novel,SUZAN-LORI PARKS
Duplicate Keys,Jane Smiley
Name All the Animals : A Memoir,Alison Smith
It's Not About the Bike: My Journey Back to Life,Lance Armstrong
The Dog Who Spoke with Gods,Diane Jessup
The Honk and Holler Opening Soon,Billie Letts
The Girls in 3-B (Femmes Fatales : Women Write Pulp),Valerie Taylor
Inge and Mira,Marianne Fredriksson
The Bluest Eye,Toni Morrison
All over but the Shoutin',Rick Bragg
Just Another Kid,Torey Hayden
The Territory of Men,Joelle Fraser
The Only Girl in the Car : A Memoir,KATHY DOBIE
Murphy's Boy,Torey Hayden
"Middletown, America: One Town's Passage from Trauma To Hope",GAIL SHEEHY
Girl With a Pearl Earring,Tracy Chevalier
Blue Shoe,Anne Lamott
Fortune's Rocks: A Novel,Anita Shreve
Hard Laughter: A Novel,Anne Lamott
Drowning Ruth,CHRISTINA SCHWARZ
Sand in My Bra and Other Misadventures: Funny Women Write from the Road (Travelers' Tales),Jennifer Leo
Learning Joy from Dogs Without Collars : A Memoir,Lauralee Summer
America Out of the Ashes,Jeff O'Leary
The ACCIDENTAL ACTIVIST,Candace Gingrich
Elizabeth Gail and the Teddy Bear Mystery (Elizabeth Gail),Hilda Stahl
The Measure of a Heart (Women of the West),Janette Oke
The Littles and the Trash Tinies (Littles),John Peterson
To Cheat Or Not To Cheat (FullHouseStephanie),Devra Newberger Speregen
The Adventures of Tom Sawyer (The World's Best Reading),Mark Twain
Little Farm in the Ozarks (Little House),Roger Lea MacBride
Grab Hands and Run,Frances Temple
Little House in the Big Woods,Laura Ingalls Wilder
Gianna: Aborted... and Lived to Tell About It (Living Books),Jessica Shaver
Bring Me The Head Of Willy The Mailboy!,Scott Adams
Rosanna of the Amish,Joseph Warren Yoder
The Saving of P.S.,Robbie Branscum
Sideways Stories from Wayside School (Wayside School),Louis Sachar
"Jessica's Mermaid (Sweet Valley Kids, No. 49)",Molly Mia Stewart
Sheltie The Shetland Pony (Sheltie),Peter Clover
The Adventure of the Backyard Sleepout,Nancy McArthur
Arthur Accused : A Marc Brown Arthur Chapter Book 5 (Arthur Chapter Books),Marc Brown
"The Knight at Dawn (Magic Tree House, #2)",Mary Pope Osborne
The Penguin Dictionary of Microprocessors (Penguin Reference Books),Anthony Chandor
The Love Poems of Rumi,Deepak Chopra
O medo (Documenta poÃÂ©tica),Al Berto
The Intruder,Melinda Metz
Wild Health: How Animals Keep Themselves Well and What We Can Learn From Them,Cindy Engel
Hyena Family: Animal Series (Animal Series),Jane Goodall
Frogs and Toads  : An Owner's Guide to a Happy Healthy Pet (Happy Healthy Pet),Steve  Grenard
Freshwater Aquarium Fish: A Color Guide,J.P. Gosse
The Trials of Life: A Natural History of Animal Behavior (Trials of Life),David Attenborough
The Basset Hound/Ps-815,Marcia Foy
Catwatching,Desmond Morris
No Bad Dogs,Barbara Woodhouse
"Dog Owners Guide to American and English Cocker Spaniels: Everything You Need to Know About Your Spaniel, Including Health Care, Training, Breeding A",Dorothy Quelch
Critters: Adventures in Wildest Suburbia,A. B. C. Whipple
When Elephants Weep: The Emotional Lives of Animals,Jeffrey Moussaieff Masson
Shibumi,Trevanian
Lion of Ireland,Robert. Metz
Sarum: The Novel of England,Edward Rutherford
Love and War,John Jakes
Sea Dancers,Richard Franzen
Tuck Everlasting,Natalie Babbitt
"A Journey to the New World: The Diary of Remember Patience Whipple, Mayflower, 1620 (Dear America Series)",Kathryn Lasky
By the Great Horn Spoon!,Inc. Sid Fleischman
For Love of a Horse,Patricia Leitch
Search for the Breed,Fred Grove
Maria: A Christmas Story,Theodore Taylor
One More River,Lynne Reid Banks
Andersens Fairy Tales,Hans Christian Andersen
Lonely Girls With Burning Eyes: A Wife Recalls Her Husband's Journey Home from Vietnam,Marian Novak
"Dear Mom, You're Ruining My Life",Jean Van Leeuwen
"The Yellow House Mystery (Boxcar Children Series, No 3)",Gertrude Chandler Warner
A Candidate for Murder,Joan Lowery Nixon
Mr. Tucket (Tucket Adventures (Paperback)),GARY PAULSEN
The Witches of Worm,Zilpha Keatley Snyder
Anne of Green Gables,L.M. Montgomery
A Different Beat,Candy Dawson Boyd
CHRISTOPHER PIKES TALES OF TERROR 1,Christopher Pike
Trivia Mania: Movies,Xavier Einstein
Walk Two Moons (Newbery Medal Book),Sharon Creech
New Adventures of the Mad Scientists Club,B. Brinley
"HALF CHILD, THE",Kathleen Hersom
The Little Yellow Book (Flower Fairies),Cicely Mary Barker
Eighteenth Emergency (Camelot Book),Betsy Byars
Circle of Gold,Candy Dawson Boyd
Great Brain (Yearling),John D. Fitzgerald
"Brain Stealers (Visitors Book , No 3)",W. R. Philbrick
Silver,Norma Fox Mazer
A Private Crime,Lillian O'Donnell
"Cry of the Cat (Goosebumps Series 2000, No 1)",R. L. Stine
"Come Home, Barkley",Marilyn Anderson
A Dog on Barkham Street,Mary Stolz
Skateboard Tough (Matt Christopher Sports Classics),Matt Christopher
Guests,Michael Dorris
The Moves Make the Man,Bruce Brooks
101 Silly Summertime Jokes,Stephanie Calmenson
101 Super Sports Jokes,Judith Stamper
Alateen: A Day at a Time,Incorporated Al-Anon Family Group Headquarters
GTO #8,Tohru Fujisawa
GTO #7,Tohru Fujisawa
GTO #6,Tohru Fujisawa
GTO #4,Tohru Fujisawa
GTO Vol. 3,Tohru Fujisawa
GTO #2,Tohru Fujisawa
Die Stimme des Zwielichts.,Ulli Olvedi
HistÃÂ³rias brasileiras de verÃÂ£o (Vide Verissimo),LuÃÂ­s Fernando VerÃÂ­ssimo
I Think I Love You,Stephanie Bond
Romeo and Juliet (The Pelican Shakespeare),William Shakespeare
Carriers,Patrick Lynch
Moon Tiger,Penelope Lively
Die schÃ?ÃÂ¶ne Schrift.,Rafael Chirbes
The Whole Fam Damily,Anne Cameron
Silent Witness,RICHARD NORTH PATTERSON
Demon Seed,Dean R. Koontz
Human Stain,Philip Roth
Veronica,Nicholas Christopher
Beautiful Child,Torey Hayden
Naked Through The Snow and Other Bits of Silliness,Sailor Jim Johnston
"The Secret of the Old Clock (Nancy Drew Mystery Stories, No 1)",Carolyn Keene
A Stitch in Time (Star Trek: Deep Space Nine),Andrew J. Robinson
Spiegelkanon.,Paolo Maurensig
Red Phoenix,Larry Bond
Handbook to the Gospels: A Guide to the Gospel Writings and to the Life and Times of Jesus,John Wijngaards
Feel the Fear and Do It Anyway,Susan Jeffers
Chicken Soup for the Christian Soul (Chicken Soup for the Soul Series (Paper)),Jack Canfield
Scuse Me While I Kiss This Guy,Gavin Edwards
People of Heaven,Beverley Harper
Fatal Voyage: The Sinking of the Uss Indianapolis,Dan Kurzman
A Day at the Beach: Recollections,Geoffrey Wolff
Talk Before Sleep: A Novel,Elizabeth Berg
One True Thing,Anna Quindlen
The Cat Who Went to Paris,Peter Gethers
Final Diagnosis,Gary A. Birken
The Knockout Artist,Harry Crews
B Is for Burglar (Kinsey Millhone Mysteries (Paperback)),Sue Grafton
God on a Harley : Twelve Real Life Love Stories,Joan Brady
MIDSUMMER NIGHT'S DREAM,William Shakespeare
"Ticket to Everywhere : The Best of \Detours\"" Travel Column""",Dave Hoekstra
Scarlet Letter,Nathaniel Hawthorne
Kaaterskill Falls,Allegra Goodman
The Killer Angels,MICHAEL SHAARA
Spilling Clarence : A Novel,Anne Ursu
Life After Death,Carol Muske-Dukes
The Last Jew,Noah Gordon
High Maintenance,Jennifer Belle
A Good Enough Daughter : A memoir,ALIX KATES SHULMAN
Cambridge,CARYL PHILLIPS
An American Childhood,Annie Dillard
REED'S BEACH,Bret Lott
Ladies' Night at Finbar's Hotel,Dermot Bolger
The Red Devil : A Memoir About Beating The Odds,Katherine Russell Rich
Unnatural Exposure,Patricia Daniels Cornwell
All That Glitters (Landry),V.C. Andrews
The Boat of a Million Years,Poul Anderson
Over Hill And Dale,Gervase Phinn
